ID,ra,dec,z_abs,NHI,SNR_native,brightness,survey,cross_survey_confirmed,note
398814479.0,190.5020552,34.2484348,2.93626415,20.394502,8.918,4.708,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<180 mA"
512962328.0,140.7341786,56.3137032,3.94406545,20.629149,6.302,4.342,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<156 mA"
191300069.0,153.4677615,8.8822489,2.30890547,20.670287,3.651,3.914,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<196 mA"
380240248.0,126.0067902,31.5204589,2.83428367,20.558379,7.629,3.673,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<190 mA"
144875103.0,347.7277173,3.8153097,2.61313545,20.805231,5.519,3.524,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<176 mA"
145966598.0,325.377169,3.8962293,3.60028036,20.380312,9.137,3.492,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<153 mA"
374356741.0,228.6922861,30.7116319,2.45688079,20.376644,4.376,3.18,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<200 mA"
83291431.0,162.1558438,-0.4704582,3.88747251,20.755004,7.719,3.143,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<143 mA"
212390691.0,141.1178026,11.2103665,3.44820054,20.629578,6.765,3.03,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<189 mA"
215894597.0,30.0032612,11.6396155,2.38753969,20.434337,5.373,2.854,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<166 mA"
472541407.0,222.3191478,46.8981615,3.04468117,20.533911,6.292,2.688,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<163 mA"
431071093.0,228.5278136,39.6812805,3.26367704,20.469977,6.77,2.565,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<171 mA"
457400542.0,242.8315508,44.1955631,3.98177815,20.554566,5.794,1.884,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<182 mA"
460325304.0,116.9572689,44.5714052,4.02093078,20.876328,5.063,1.619,SDSS,False,[M/H]=-2.28 (Rafelski2012_new)
94135026.0,38.1308437,-0.0030039,3.60770112,20.498255,5.848,1.553,SDSS,False,"0/4 lines detected (matched-filter), 3sigma UL<182 mA"
438508218.0,127.8440716,40.7731659,4.33807044,20.883055,5.958,1.529,SDSS,False,[M/H]=-2.36 (Rafelski2012_new)
407352752.0,162.8459894,35.7595305,4.82082325,20.424814,3.512,1.343,SDSS,False,[M/H]=-2.28 (Rafelski2012_new)
387205842.0,180.5324218,32.59411,4.79941739,20.625817,3.757,0.969,SDSS,False,[M/H]=-2.36 (Rafelski2012_new)
