ID,survey,z_abs,lam_obs_nm,arm,band_used,mag_cont,z_qso,forest_applies,mag_corr,mag_eff,mag_ref_fig16,sn_at_1hr,t_hr_sn30,t_hr_sn40
337474503,SDSS,3.14747982,504.19667927793995,UVB,gmag,18.9938,3.245563,True,0.5160730840897488,19.509873084089747,21.2,47.42974244829273,0.40007459724947897,0.7112437284435181
39628055039184537,DESI,2.610530213282852,438.9213264381564,UVB,gmag,20.928,2.9195951318570774,True,0.2996919521392876,21.22769195213929,21.5,12.85059448476053,5.449994589765665,9.688879270694517
286256548,SDSS,3.35897424,529.90742143408,UVB,gmag,19.4692,3.371,True,0.6271671330146809,20.09636713301468,21.2,27.63459771394031,1.1785179885435357,2.095143090744064
39627932607450554,DESI,2.655987785122647,444.4474670740048,UVB,gmag,20.5743,2.83010995336816,True,0.3147569950023461,20.889056995002345,21.5,17.554044784080926,2.9207077660846106,5.192369361928195
39628029600728208,DESI,2.4450306987748185,418.80204695795834,UVB,gmag,20.1338,2.632546996246901,True,0.24934103763387955,20.38314103763388,21.5,27.973292398936284,1.1501522663814434,2.044715140233677
39628353837207447,DESI,2.2244146316574,391.98241352669515,UVB,gmag,19.4728,2.377078358719489,True,0.1923642161963884,19.665164216196388,21.5,54.19189196672597,0.3064600600863101,0.5448178845978845
39628468111017219,DESI,4.072698537279735,616.6727430814856,VIS,rmag,19.9441,4.152287530689613,True,1.1364070394669887,21.080507039466987,20.7,7.043640537071232,18.140453544380797,32.2496951900103
220877041,SDSS,3.11987842,500.84125988413996,UVB,gmag,19.6089,3.12,True,0.5027402686074149,20.111640268607413,21.2,27.248581107985675,1.2121454184636453,2.1549251883798144
39628309717322250,DESI,2.6535545142856507,444.15166163816366,UVB,gmag,20.985,2.846769781190515,True,0.3139365959744795,21.298936595974478,21.5,12.034425468847562,6.214293860052892,11.047633528982917
39628190045439524,DESI,2.705039678422576,450.41055858679726,UVB,gmag,20.3395,2.8570562709872918,True,0.3316384291235325,20.671138429123534,21.5,21.455795854791717,1.9550292198326535,3.4756075019247175
191300069,SDSS,2.30890547,402.25371127149,UVB,gmag,20.206,2.31173,True,0.21289208595221193,20.418892085952212,21.5,27.067189632638737,1.2284463045609322,2.183904541441658
39627789938203693,DESI,2.142762907020656,382.0562583177801,UVB,gmag,20.1278,2.562433664915888,True,0.17396359354896312,20.301763593548962,21.5,30.150503050060877,0.9900414653236536,1.7600737161309399
39628025532256101,DESI,2.5867952798588427,436.0359417865999,UVB,gmag,20.9961,2.688769736067351,True,0.29204290256732945,21.288142902567326,21.5,12.154660673399055,6.091957031987286,10.830145834644064
144875103,SDSS,2.61313545,439.23803725015,UVB,gmag,19.9257,2.6555,True,0.30054053615736,20.22624053615736,21.5,32.3224137717377,0.8614596461719269,1.5314838154167592
39628055584442937,DESI,2.322809590252988,403.943993458285,UVB,gmag,20.4796,2.49712569135301,True,0.21642040711029314,20.696020407110293,21.5,20.969681643088634,2.0467218932690003,3.63861669914489
145966598,SDSS,3.60028036,559.24228252412,UVB,rmag,19.2323,3.703,True,0.774660268041777,20.006960268041777,21.2,30.006538078173705,0.9995642705685805,1.7770031476774766
39627660296454227,DESI,2.743969598294387,455.14315215585367,UVB,gmag,19.7236,2.8316058191015463,True,0.3455091030491507,20.06910910304915,21.5,37.35565525631082,0.6449555612287221,1.146587664406617
39628311462151649,DESI,2.039721858674863,369.529867193527,UVB,gmag,19.7456,2.059345543694951,True,0.1526530561536345,19.898253056153635,21.5,43.72187492629787,0.4708092147820796,0.8369941596125859
212390691,SDSS,3.44820054,540.75439504618,UVB,gmag,20.5725,3.854,True,0.6790152220707137,21.251515222070715,21.2,9.53660755514916,9.89588607956505,17.5926863636712
39627896179918338,DESI,2.050311305292016,370.8171944504345,UVB,gmag,19.6717,2.2989786043449603,True,0.15474832230626626,19.826448322306266,21.5,46.71116200254761,0.41247835843075614,0.7332948594324553
215894597,SDSS,2.38753969,411.81303749423,UVB,gmag,19.8248,2.42,True,0.23342299813438527,20.058222998134386,21.5,37.732084707431525,0.632151114498198,1.1238242035523518
39628108478811333,DESI,1.974372757453228,361.5855730053165,UVB,gmag,19.6701,2.180072548442149,True,0.14018668701049414,19.810286687010496,21.5,47.411677890892,0.4003795241231145,0.7117858206633147
39627715044705448,DESI,2.4414147152247785,418.36246268573063,UVB,gmag,20.195,2.6520559437378104,True,0.24831668949648233,20.443316689496484,21.5,26.465086889937808,1.2849784995139237,2.2844062213580867
39627865427280023,DESI,2.133311154553427,380.90723712559645,UVB,gmag,20.4803,2.465541127031356,True,0.17192167836159888,20.6522216783616,21.5,21.83289512631633,1.888077653448025,3.3565824950187113
39627928991962339,DESI,3.851982771924405,589.8409896345341,VIS,rmag,19.6878,4.115066011185165,True,0.9545535246782078,20.642353524678207,20.7,10.545291520123763,8.093294226613896,14.38807862509137
94135026,SDSS,3.60770112,560.1444020550399,VIS,rmag,20.0546,3.835,True,0.779570297646973,20.834170297646974,20.7,8.837549939594746,11.523349856634344,20.485955300683276
39627595309908260,DESI,2.40745511250663,414.23409566209347,UVB,gmag,19.8149,2.5891701670149136,True,0.23884875803312228,20.053748758033123,21.5,37.88789671454781,0.6269624283412236,1.1145998726066197
39627568680275261,DESI,2.3502516050511044,407.2800368712476,UVB,gmag,19.6323,2.5580434043502898,True,0.22351173351327214,19.855811733513274,21.5,45.46480226456993,0.4354034803957683,0.7740506318146991
39628199998531008,DESI,1.9990556672970896,364.5862003063053,UVB,gmag,18.9827,2.139702296238522,True,0.14480253704034327,19.127502537040346,21.5,88.91990400636683,0.11382680322945944,0.20235876129681676
