ID,zQSO,zCNN,Conf,NHIcnn,Flux,SNR,Plate,MJD,Fiber,ra,dec,NHIfit,NHI_best
262043054,3.34584761,3.04375094,0.825,20.337093,1.28,4.089,5892,56035,736,176.3430855,17.0561864,20.574917,20.574917
272259387,2.60822741,2.4149503,0.7,20.279065,3.257,4.89,5852,56034,612,186.2653935,18.189996,20.497466,20.497466
286933914,2.54888126,2.16507765,0.7125,20.258871,3.924,5.946,3944,55660,236,232.8823036,20.1048344,20.595353,20.595353
289302636,3.94285475,3.73788334,1.0,20.830851,0.978,3.267,5857,56092,814,193.9397249,20.2527329,20.765876,20.765876
289392128,2.38739256,2.24701428,0.8,20.082562,3.791,4.043,7619,56900,973,13.8695266,20.3420908,20.375556,20.375556
293186407,2.49921259,2.34029027,0.675,21.47331,6.86,7.004,5875,56038,738,161.9574569,20.7301554,21.564244,21.564244
301520688,2.78328369,2.47203728,0.5625,21.326506,2.449,5.106,5905,56065,604,222.1460946,21.8150029,21.592498,21.592498
310442043,2.92368283,2.63399506,0.7875,19.955792,1.356,3.429,3954,55680,408,231.0708025,22.7819611,20.30424,20.30424
310793843,2.99279923,2.65160928,0.8875,20.168197,1.808,3.586,6419,56331,446,166.3953884,22.9128631,20.315715,20.315715
305535527,3.68815693,3.56861301,0.9,20.682546,1.412,3.157,6420,56304,402,169.2430108,22.1873622,20.624847,20.624847
318291382,3.2009689,2.63566916,0.8625,20.127181,1.689,3.816,5700,56245,782,13.9754166,23.8433868,20.391491,20.391491
318072059,2.60638287,2.22837784,0.7875,20.273404,2.914,3.237,5993,56070,756,199.6735137,23.8048503,20.564581,20.564581
330567849,2.97920129,2.89748426,0.8375,20.378939,1.903,4.885,5999,56089,64,204.2718742,25.2445909,20.649384,20.649384
332071702,3.7443681,3.44615209,0.5375,21.358097,1.784,4.679,6024,56088,358,223.2449918,25.4318081,21.361921,21.361921
336082397,3.84615932,3.71394182,0.875,20.676358,0.988,3.048,5014,55717,134,257.8025832,25.9526813,20.452501,20.452501
338760169,2.90205978,2.78167585,0.8875,20.498076,1.209,3.124,7659,57060,416,31.3606191,26.1323495,20.837974,20.837974
349941421,3.4116794,3.24995554,0.7,20.376889,1.047,3.033,6018,56067,316,217.3420939,27.5047503,20.63621,20.63621
349941421,3.4116794,3.30709474,0.85,20.488855,1.047,3.033,6018,56067,316,217.3420939,27.5047503,20.47848,20.47848
355567817,3.21979037,2.77211012,0.6625,21.317356,2.297,5.091,6406,56330,72,177.3861404,28.2215592,21.36269,21.36269
361645673,4.00225556,3.92248327,1.0,20.569307,4.181,9.709,3878,55361,524,221.6603635,28.95433,20.418267,20.418267
367391810,3.96808768,3.76084843,1.0,20.54547,1.851,4.747,4722,55735,418,233.97418,29.7204545,20.712943,20.712943
366793028,2.75862458,2.23284024,0.7125,20.386694,1.734,3.687,6483,56341,758,195.8959132,29.7100063,20.50181,20.50181
370849404,3.58319249,3.28730434,1.0,20.059377,1.327,3.126,6481,56363,516,190.7424714,30.1609121,20.301813,20.301813
377192960,2.63470262,2.33491069,0.775,20.211645,1.674,3.025,10920,58252,980,251.6658217,31.0054561,20.539909,20.539909
393299376,2.38739299,2.32570895,0.875,20.184717,6.232,6.594,3757,55508,408,121.2309618,33.507636,20.497426,20.497426
394749913,2.64894946,2.34182902,0.85,20.130754,1.928,3.31,5810,56358,322,140.8543449,33.6015096,20.310171,20.310171
399695776,2.45276165,2.29597716,0.5625,20.052978,2.477,3.521,3754,55488,646,119.0293748,34.4706093,20.364783,20.364783
408378685,2.47589014,2.22466353,0.675,20.23823,5.661,5.993,3966,55571,856,187.4726899,35.8376708,20.477887,20.477887
416802858,3.8640396,3.75099219,1.0,20.66707,2.247,5.166,3978,55330,412,195.9281955,37.2273033,20.555488,20.555488
414114849,2.73403279,2.41730923,0.5,20.194834,3.601,4.834,10736,58274,304,237.1961452,36.9176938,20.330922,20.330922
422617576,3.59811177,3.1189289,0.6875,21.208939,1.026,3.161,5193,56066,722,250.2514874,38.2333708,21.38168,21.38168
423508239,2.86184591,2.46564613,0.8375,20.427171,2.252,5.043,8826,57452,290,153.7730371,38.3331274,20.584707,20.584707
421592646,2.617345,2.46484924,0.85,21.384362,4.167,5.345,10743,58222,874,229.9368586,38.097548,21.482627,21.482627
429787823,2.51461482,2.17164372,0.6125,20.280232,2.399,3.142,3764,55514,262,129.0945161,39.4728066,20.378433,20.378433
431007403,3.03547608,2.50739266,0.8375,20.279892,10.945,15.411,3805,55269,966,125.5194774,39.6230314,20.450591,20.450591
428767854,3.66202534,3.06615847,0.65,20.413305,3.524,8.514,4574,55621,672,143.2876805,39.3440034,20.375722,20.375722
431076833,3.68601671,3.54657495,0.85,20.680791,1.433,3.659,6038,56090,130,250.6349322,39.5808398,20.667279,20.667279
438356906,2.77458135,2.62480155,0.725,20.148372,1.6,3.249,4558,55569,850,157.6024488,40.7432188,20.303093,20.303093
440912824,2.7809717,2.39691233,0.575,21.492837,1.852,3.064,4604,55983,26,135.6131185,41.2982583,21.845365,21.845365
445402499,3.78262347,3.63003587,0.825,20.282306,1.631,4.959,5164,56067,732,230.0597099,41.9854096,20.433241,20.433241
454163577,3.8235262,3.30312879,0.525,21.201481,1.758,3.916,6619,56371,4,195.7483483,43.5845871,21.510877,21.510877
461047455,2.53017838,2.14111745,0.8875,20.173308,2.177,3.086,6623,56367,540,198.3092666,44.7037043,20.458904,20.458904
458463609,2.71785478,2.27705976,0.75,20.290069,2.064,3.144,8282,57041,921,136.855812,44.3759406,20.335124,20.335124
472341836,3.47204256,3.30015814,0.8625,20.49075,0.933,3.765,6737,56365,844,224.1692476,46.8481994,20.371233,20.371233
474759918,3.94160367,3.75099219,1.0,20.949578,1.114,3.861,6752,56366,832,217.5033604,47.2423458,21.000446,21.000446
482967146,3.34275464,3.12367327,0.75,20.071799,1.036,3.092,6315,56181,152,254.059828,49.1009416,20.385449,20.385449
488235138,3.87715922,3.70743466,1.0,20.978679,6.0,18.064,3689,55180,254,123.6466458,50.4962126,21.039137,21.039137
488643935,3.90567386,3.81265041,1.0,20.807698,1.474,3.849,6702,56381,854,162.0872344,50.5483991,20.890857,20.890857
488562798,3.08660496,3.02146424,0.6625,20.750371,1.962,4.334,7448,56739,136,144.7058641,50.5868915,20.882606,20.882606
508714728,3.23051225,3.11324105,0.65,21.153591,1.324,3.306,5743,56011,188,148.7474487,55.2280501,21.187215,21.187215
509652219,2.67281636,2.55454788,0.75,20.263169,3.939,6.018,6760,56425,838,197.619687,55.6156086,20.393189,20.393189
521172067,3.08198946,2.65497476,0.825,20.19167,3.055,6.292,6976,56448,9,246.5212549,58.4295525,20.489198,20.489198
549428778,2.98745711,2.43941278,0.85,20.393431,3.908,6.947,6986,56717,589,207.5223585,66.2399634,20.433975,20.433975
545700237,3.07079009,2.93445148,0.8,20.191833,23.572,27.415,7123,56726,638,211.9468051,64.9055342,20.47713,20.47713
530998423,4.1200479,3.56966375,1.0,20.099812,1.291,3.43,6982,56444,658,223.4599218,61.0191704,20.407255,20.407255
548804192,3.03367413,2.91817999,1.0,20.42639,5.022,6.874,7115,56667,378,176.9782711,65.9957059,20.362874,20.362874
542831452,2.51927405,2.32877399,1.0,19.99005,2.664,3.964,7123,56726,618,211.0987996,64.0991698,20.349304,20.349304
39199921,3.41466564,3.17238411,1.0,20.94968,2.556,5.908,7055,56576,72,42.1055076,-6.3131553,21.228681,21.228681
58141408,3.11971843,2.95261316,1.0,20.40605,2.385,7.689,4041,55361,424,208.3567294,-2.5787788,20.565051,20.565051
64214849,2.84329125,2.29066888,1.0,20.819177,8.042,14.817,3770,55234,990,157.3518469,-1.5999605,20.89959,20.89959
67222632,3.44084449,3.18971356,1.0,21.081486,2.148,6.369,4023,55328,796,222.5802249,-1.2945408,21.33175,21.33175
66389977,3.23519318,3.02053963,1.0,20.521814,2.215,4.21,4029,55618,680,217.5267648,-1.3388971,20.706594,20.706594
90867311,2.7108852,2.42597588,1.0,20.189326,5.282,10.346,3831,55543,470,153.8799208,-0.284157,20.534433,20.534433
80085600,2.81125158,2.29901469,1.0,20.467761,1.025,3.047,3827,55565,300,147.2008782,-0.6392504,20.848901,20.848901
75221643,3.36288553,3.187784,1.0,20.185619,2.513,9.044,4205,55454,448,340.5664966,-0.8906303,20.513762,20.513762
110609148,3.22828384,2.98459605,1.0,20.348794,1.532,5.087,4240,55455,669,40.2464749,0.7627306,20.430038,20.430038
129709744,2.81589981,2.26350528,1.0,20.480998,3.244,5.031,4042,55626,736,204.4828333,2.0289041,20.841028,20.841028
129714712,3.09355175,2.84046932,1.0,20.486391,1.919,5.255,4302,55531,338,7.725275,1.9612376,20.799064,20.799064
132194583,2.72733074,2.58578545,0.9625,20.160099,1.62,3.529,5146,55831,874,327.9460624,2.2608971,20.426919,20.426919
138358236,2.59558221,2.42045862,1.0,20.500273,2.549,4.323,4316,55505,790,331.6410585,3.115991,20.763658,20.763658
141901874,3.30005421,3.02980704,1.0,20.123473,1.232,3.496,4785,55659,176,207.7508495,3.5321057,20.436756,20.436756
148679158,3.1586674,2.84755025,1.0,20.341157,5.629,12.265,4749,55633,80,184.1855981,4.3115377,20.620562,20.620562
150539146,2.95662927,2.70411363,1.0,20.71457,1.61,3.989,8745,57391,675,3.8700617,4.5491044,20.913496,20.913496
165655421,2.97257358,2.80438439,1.0,20.197124,1.947,3.92,4417,55829,788,6.013171,6.2365154,20.489663,20.489663
161900931,3.79725432,3.53194156,0.95,20.567812,1.056,3.249,4832,55680,474,183.441069,5.7415475,20.578152,20.578152
162180408,2.69322427,2.1709125,1.0,20.449679,2.735,5.286,4853,55928,174,162.2157999,5.7996201,20.470348,20.470348
176154687,3.50813298,3.26662347,1.0,20.640777,1.318,3.117,4859,55684,914,220.0756895,7.1652699,20.536106,20.536106
174164353,2.67030091,2.14835972,1.0,20.730373,4.149,6.267,4885,55735,686,232.8634154,7.1553563,20.316146,20.316146
179873662,3.1574609,2.57506729,1.0,20.166224,0.843,3.526,5374,55947,270,172.9317473,7.5870316,20.469528,20.469528
196224183,2.82024921,2.2702752,1.0,20.803454,1.436,3.056,5334,55928,560,152.3959445,9.3246307,21.050885,21.050885
192189458,3.05382363,2.76343315,1.0,20.47711,3.237,6.881,5494,55857,938,121.6780761,9.0318507,20.827287,20.827287
201136026,3.59375813,3.33195805,1.0,21.357929,3.007,7.138,5445,55987,327,208.3201286,9.943535,21.677827,21.677827
211742548,2.71960493,2.19068804,1.0,21.121935,1.752,3.444,5480,56001,648,224.4933203,11.1491269,20.906103,20.906103
212807468,3.658832,3.39424527,1.0,20.949962,1.415,3.089,5346,55955,503,158.2320313,11.365325,21.226205,21.226205
217392034,3.0417699,2.75132081,1.0,20.342055,5.486,9.666,6155,56245,640,347.8343665,11.826471,20.59974,20.59974
292339087,3.22925652,2.98826769,1.0,20.837084,1.453,3.019,7630,57006,990,19.783044,20.6690844,21.137015,21.137015
312563429,3.45421976,3.13127742,1.0,20.152205,1.284,3.77,6014,56072,106,217.7313612,23.1167158,20.549107,20.549107
308592099,3.60886427,2.95079286,1.0,20.805008,0.75,3.339,6421,56274,70,173.5620263,22.7058334,20.67224,20.67224
312984323,3.13711313,2.90826767,1.0,21.156342,1.138,3.238,7639,57297,368,326.662077,23.09508,21.315855,21.315855
345318777,3.39613104,2.83163676,1.0,20.340699,1.246,3.712,7649,57574,849,334.3279282,27.0214335,20.496131,20.496131
352550416,3.39910551,3.18007823,1.0,20.900918,1.129,3.561,5994,56101,823,197.7333379,27.9698594,21.135796,21.135796
358483652,2.70848533,2.17676001,1.0,21.05312,1.932,4.158,5964,56098,576,327.2790064,28.5318626,21.415251,21.415251
351673289,3.40318154,3.10850874,1.0,20.256123,1.728,4.591,6006,56105,734,207.5533976,27.8455593,20.639239,20.639239
357876446,3.35114101,3.26171443,1.0,20.493279,1.13,3.125,6270,56273,514,29.1984105,28.5048909,20.694293,20.694293
365124461,2.35113165,2.18481566,1.0,20.419372,26.025,21.147,3879,55244,102,231.3715807,29.4703548,20.721046,20.721046
372415088,2.54219452,2.16070745,1.0,21.236915,1.873,3.657,4448,55538,154,116.4193276,30.4449857,21.528713,21.528713
380579448,3.54358915,3.27350583,1.0,20.861215,0.882,3.039,3869,55273,94,222.8735906,31.4520718,20.87295,20.87295
382001276,3.71076586,3.4451283,1.0,20.521762,1.267,4.048,6479,56364,474,186.9145704,31.6706219,20.711801,20.711801
385877931,3.23120624,2.68539699,1.0,20.942729,3.24,7.078,6440,56370,150,168.1030164,32.3444898,21.233931,21.233931
403142832,2.93366793,2.79301273,1.0,20.282105,4.005,6.317,6460,56334,878,152.8212299,35.0441995,20.576996,20.576996
415398398,2.86276923,2.58909031,1.0,20.829805,1.324,3.121,10722,58281,755,255.1075936,37.1157898,21.124738,21.124738
423773407,3.08974377,2.53333081,1.0,20.808107,2.269,3.995,8834,57458,428,184.5711187,38.3769381,21.018499,21.018499
429552968,2.67200067,2.14256462,1.0,20.57895,7.296,9.316,4983,55836,672,255.5838384,39.3280426,20.945899,20.945899
437487724,3.30601204,2.98826769,0.9125,20.709472,1.844,4.232,8293,57361,244,124.9238047,40.6163391,20.961978,20.961978
451130388,3.2383716,2.94624733,1.0,20.386426,1.254,3.196,4689,55656,445,163.3189395,42.9621854,20.584418,20.584418
452437468,3.35916249,3.03723752,1.0,20.179235,1.708,4.181,6637,56370,328,184.1925494,43.3226705,20.540972,20.540972
459793612,3.32815791,2.7169293,1.0,20.718597,2.12,6.698,3663,55176,88,114.8838323,44.596195,20.930757,20.930757
457066519,3.49742337,2.86086206,1.0,20.252432,1.36,4.089,6636,56367,454,186.3036787,44.0225549,20.374143,20.374143
467227223,3.58602809,3.46976099,1.0,20.793414,1.533,3.355,6657,56366,492,158.621107,45.9040016,20.811032,20.811032
476135807,2.34405947,2.1490844,1.0,20.896188,3.579,3.251,7390,57130,232,162.6434927,47.5821896,21.113013,21.113013
479251766,3.83132379,3.55495671,1.0,20.406117,1.815,5.032,6731,56385,194,219.634577,48.3043187,20.748338,20.748338
495774790,3.78631222,3.50696523,1.0,21.059724,1.967,5.262,6721,56398,570,229.3160714,52.1592533,21.448046,21.448046
500714793,3.17946289,3.05307217,1.0,20.560605,1.89,4.896,6756,56426,699,207.4422849,53.4908862,20.494775,20.494775
494577074,3.44972175,3.21778367,1.0,20.656608,1.361,4.423,8175,57039,570,150.6628954,51.8883868,20.930048,20.930048
504355084,2.57356585,2.33414373,1.0,20.906288,3.808,5.151,6681,56419,714,186.1644862,54.1816738,21.194291,21.194291
505394680,2.87228167,2.63985682,1.0,20.607365,1.677,3.381,6793,56430,296,241.9944213,54.5271294,20.94639,20.94639
508260877,3.77709609,3.5738751,1.0,20.773297,1.301,3.7,8179,57429,346,159.705331,55.2270737,20.838625,20.838625
530054632,3.59551081,2.94443022,1.0,20.30547,2.676,6.42,6972,56426,177,183.483109,60.7534919,20.376366,20.376366
526685717,2.65334923,2.48004028,1.0,20.717845,2.412,3.381,8189,57448,902,158.8109023,59.8572438,20.980501,20.980501
520679209,2.63994879,2.33337597,1.0,20.31582,2.369,3.587,8236,58500,60,187.3879693,58.2041001,20.302279,20.302279
539294238,3.54638114,2.9371719,1.0,20.927772,1.216,3.793,7123,56726,372,211.4484543,63.2783127,21.237021,21.237021
25279501,3.00652969,2.6862465,0.9125,21.584303,2.522,4.392,4395,55828,4,35.4475236,-9.6444587,21.636983,21.636983
37208460,2.90754819,2.55045662,0.825,21.577551,1.788,3.937,7146,56573,718,357.8530821,-6.6549429,21.855127,21.855127
33964094,2.86921068,2.67946132,0.5125,21.711518,2.301,4.374,7151,56598,356,6.039092,-7.431438,21.719386,21.719386
59350946,2.31890448,2.21724574,1.0,20.62611,6.652,4.527,4357,55829,720,354.4444957,-2.2533964,20.72434,20.72434
61235481,3.16575576,2.94806521,0.8875,21.502169,1.861,4.076,4379,55881,970,336.6643468,-2.0491963,21.584691,21.584691
67472835,4.38971777,4.18781205,1.0,20.558539,1.263,3.16,4012,55327,48,231.9188386,-1.1007633,20.606142,20.606142
65550717,2.67193324,2.22021079,1.0,20.499132,1.364,3.052,4017,55329,970,228.4347442,-1.4543519,20.504377,20.504377
62602209,2.63637277,2.53170403,1.0,21.028935,1.349,4.037,9141,57663,362,321.1547383,-1.9903679,20.895481,20.895481
84347049,4.15340207,3.70093559,0.9375,20.251219,1.047,3.891,3590,55201,338,11.8180888,-0.5972851,20.619169,20.619169
88730863,4.30635826,3.54448152,1.0,20.534214,3.556,8.63,3833,55290,66,160.1672389,-0.2613547,20.310608,20.310608
92661469,4.13890715,3.93496754,1.0,20.634501,1.507,3.597,3835,55570,198,163.2274946,-0.1071653,20.456951,20.456951
102283293,4.37742364,3.73570154,1.0,20.114908,1.508,4.115,3831,55543,530,153.9541973,0.3388924,20.334367,20.334367
113169987,4.06370055,3.67933795,1.0,20.413211,1.501,4.397,3815,55537,674,133.6257404,0.7037956,20.306703,20.306703
108182029,4.52548788,4.01977642,1.0,20.449576,1.744,6.474,4012,55327,636,230.387058,0.5478494,20.467588,20.467588
111919624,3.34978539,2.74010978,1.0,20.410627,1.08,4.366,4200,55499,716,332.9802973,0.6866608,20.626319,20.626319
110993161,4.08748479,3.50800472,1.0,20.801549,1.352,3.516,4207,55475,583,344.1014311,0.7889502,20.899407,20.899407
123142532,3.10766102,3.02888042,0.9625,21.172771,1.992,5.049,4259,55501,174,42.5023754,1.3311422,21.331835,21.331835
134346903,4.30965264,3.6955267,1.0,20.265497,1.692,3.836,4746,55632,724,178.9493143,2.4544692,20.365264,20.365264
132422468,4.88806667,4.65697488,1.0,20.440524,0.851,3.573,9176,58080,640,352.2211966,2.2979846,20.345882,20.345882
135985809,3.64375557,3.55495671,0.85,20.178311,1.582,4.139,3817,55277,243,136.0406787,2.6655871,20.50554,20.50554
141598105,4.4433308,4.17707177,1.0,20.909761,1.489,3.236,4782,55654,334,213.8954737,3.5256138,20.670998,20.670998
146393570,4.14363996,3.69228412,0.9375,20.56257,5.729,6.813,4274,55508,475,23.4179864,4.0166034,20.655638,20.655638
146393570,4.14363996,3.77072409,1.0,20.592689,5.729,6.813,4274,55508,475,23.4179864,4.0166034,20.659392,20.659392
155422174,2.53645699,2.32111862,1.0,20.089503,2.033,3.09,4781,55653,592,215.8801991,5.1086752,20.418776,20.418776
167962791,4.05448248,3.76194374,1.0,20.486938,1.04,3.431,4407,55884,634,353.21027,6.413675,20.739687,20.739687
177179723,2.4401105,2.37896995,1.0,21.052402,3.174,4.845,4549,55556,178,24.7811401,7.3297733,21.06417,21.06417
172002484,4.03497597,3.90099547,1.0,20.617483,1.395,3.179,4843,55860,33,121.489177,6.7412579,20.478363,20.478363
177245252,2.47430635,2.39769395,1.0,21.392844,6.309,7.126,5207,56018,252,241.7177403,7.3526305,21.377167,21.377167
171495077,4.099944,3.6696504,1.0,20.512006,1.784,4.48,5397,55944,300,185.5324168,6.7934229,20.663049,20.663049
177256852,2.42431516,2.20615381,1.0,20.596246,2.061,3.384,5402,55927,197,188.0227357,7.305451,20.601783,20.601783
179777173,4.04278865,3.84377876,1.0,20.722179,1.908,4.572,4532,55559,4,28.046064,7.5972583,20.458821,20.458821
186947803,4.30873181,3.74552605,1.0,20.937081,1.319,3.871,5294,55922,400,133.9426635,8.3475857,21.164316,21.164316
185113575,4.39974763,4.30010184,1.0,20.505754,0.865,3.405,5389,55953,613,180.0180933,8.1638345,20.546795,20.546795
195750771,4.03142751,3.62577269,1.0,20.419894,1.036,3.412,4093,55475,236,325.1902486,9.3165641,20.580216,20.580216
196978967,4.01035492,3.85494399,0.775,21.352975,1.349,3.025,5375,55973,392,173.1822177,9.5311956,21.438559,21.438559
191836125,2.94432682,2.79825753,1.0,20.517517,1.414,4.123,6163,56219,188,349.8311531,9.008167,20.585375,20.585375
202922051,3.71412021,3.60770178,0.7,20.762896,6.511,15.584,5208,56008,968,238.2293356,10.0939799,21.139091,21.139091
210020302,3.96214296,3.7150287,1.0,20.199193,2.4,5.963,5291,55947,949,134.1971583,10.8761541,20.54516,20.54516
212278522,4.23122919,3.8037943,1.0,20.840366,1.427,4.205,5371,55976,770,171.6957142,11.145196,20.646884,20.646884
203852378,4.12736483,3.46873078,1.0,20.605836,2.064,4.283,5385,55960,640,178.3403489,10.1869497,20.370882,20.370882
206316226,4.11327911,3.43082329,1.0,20.65761,1.511,6.858,5399,55956,294,185.5590341,10.4358774,20.50608,20.50608
206316226,4.11327911,3.6247091,1.0,20.575681,1.511,6.858,5399,55956,294,185.5590341,10.4358774,20.334891,20.334891
205205145,4.05539639,3.57176923,1.0,20.57887,1.983,5.901,5415,55982,736,194.0415266,10.3305909,20.491909,20.491909
205908224,3.32413253,2.7007037,1.0,20.232019,1.464,4.888,5493,56009,264,231.8958308,10.3886124,20.492409,20.492409
210385371,2.83685067,2.73580684,0.7375,21.584194,1.278,3.003,6157,56238,940,353.7036539,10.9804813,21.665598,21.665598
215701799,2.77641009,2.29370178,1.0,20.661615,2.083,3.541,5327,55979,800,150.1552173,11.7436308,20.846775,20.846775
214228731,4.72534431,4.4023695,0.975,21.441511,1.498,5.659,5357,55956,217,165.1884793,11.3775396,21.666117,21.666117
222136703,3.43505769,3.33794755,1.0,20.634097,1.402,4.224,5427,56001,814,200.6564569,12.457384,20.539877,20.539877
218432653,2.64563397,2.4832479,1.0,19.975156,3.521,4.108,5450,55986,762,211.2416762,12.0839921,20.328151,20.328151
232353058,4.1120275,3.70635012,0.975,20.25508,1.61,5.13,4065,55368,336,250.3073174,13.6996933,20.372418,20.372418
231158435,3.06249237,2.8369346,0.8625,21.695186,1.453,3.955,5041,55749,374,332.8438569,13.5808999,21.870734,21.870734
231277222,2.49356021,2.21354428,1.0,21.545398,9.0,7.659,5044,56186,20,341.5880818,13.4725888,21.65925,21.65925
234044958,4.41835497,4.27939647,1.0,21.094338,1.518,4.14,5044,56186,802,340.4489851,13.8674345,21.355233,21.355233
224873242,2.36587373,2.15561684,1.0,20.492073,9.538,6.822,5468,56014,508,217.9475291,12.7554248,20.39301,20.39301
240707464,3.3621157,3.15225752,1.0,20.0688,2.392,7.036,4056,55357,337,246.4332659,14.6301913,20.382799,20.382799
237027544,3.86821259,3.7150287,1.0,20.683947,4.342,9.381,4070,55681,554,242.5017873,14.2735415,21.019811,21.019811
238898701,4.09062138,3.92361835,1.0,20.628799,1.204,3.311,5410,56016,724,191.2908325,14.4288291,20.508542,20.508542
253512066,4.7637129,4.47122219,1.0,20.463796,1.65,5.793,4072,55362,384,241.8926124,16.0715099,20.321745,20.321745
256573537,3.34714268,2.72378326,1.0,20.576348,1.054,3.514,5138,55830,760,19.1589905,16.3309402,20.348257,20.348257
253357619,4.18082207,4.02208779,0.825,20.686071,1.409,3.144,5312,56001,370,142.4733982,16.1011329,20.970758,20.970758
247578773,4.10703504,3.83375129,1.0,20.673553,1.752,4.441,9586,57787,561,144.4183489,15.3099864,20.669317,20.669317
253678133,2.90471999,2.517906,1.0,20.589492,2.737,4.411,11044,58508,463,26.5051324,16.0208615,20.829069,20.829069
270641269,3.30426362,2.68964261,1.0,20.322032,1.893,4.089,5176,56221,122,132.2618985,18.1002127,20.329257,20.329257
268759948,3.30196286,3.22361478,1.0,20.706546,2.77,6.431,5317,56000,834,145.4176488,17.9169489,20.759579,20.759579
264204236,4.08246251,3.44819995,1.0,20.433156,1.324,4.195,5326,56002,696,149.5293025,17.2164161,20.41955,20.41955
260909299,4.17218262,3.53403002,1.0,20.35021,1.969,4.193,5332,55981,390,152.0231808,16.8249618,20.520092,20.520092
263607533,4.33214334,3.85606341,1.0,21.149109,1.566,4.097,5859,56065,294,194.0422689,17.2316445,21.013318,21.013318
270156021,4.13798854,3.86277548,0.7375,20.672347,1.442,3.605,5887,56035,302,163.5510703,17.9165056,20.787601,20.787601
266317144,3.01399189,2.80263202,1.0,20.858836,1.85,3.395,9552,57814,166,145.115269,17.5776065,20.829358,20.829358
280892510,3.47461738,3.39728099,0.9125,20.579805,1.457,6.0,5026,55855,940,341.8405213,19.3194489,20.859828,20.859828
286897854,4.242967,3.66105578,1.0,20.372191,5.372,12.067,4061,55362,522,247.1836432,20.0110346,20.324621,20.324621
291731751,3.48946232,2.84843628,1.0,20.289989,2.649,5.913,9560,57805,15,144.8524435,20.6171122,20.457549,20.457549
288401119,4.05817172,3.45845411,1.0,20.826266,1.486,3.502,9564,57817,739,134.2232556,20.2616057,20.88732,20.88732
301533223,2.31263662,2.13173015,1.0,21.578469,4.127,4.765,3929,55335,268,241.9181989,21.773245,21.572829,21.572829
300727071,4.50117197,3.71177236,1.0,20.590941,1.199,3.158,4484,55565,678,128.6226875,21.6735134,20.374706,20.374706
295204677,2.6963583,2.41652262,0.825,21.526481,2.725,5.176,5771,56011,356,139.5569705,20.9399267,21.652335,21.652335
297505262,4.59232502,4.19977297,1.0,20.875339,1.6,3.672,5851,56075,20,207.2920244,21.3690802,21.163678,21.163678
298743996,2.68120807,2.45926904,1.0,20.745866,3.775,6.882,5851,56075,816,206.0762105,21.5040692,20.813021,20.813021
299701508,3.65230587,2.97909595,0.8375,20.159583,1.181,3.653,5978,56073,698,184.2056594,21.5163452,20.301588,20.301588
302482759,4.14482174,3.63536906,0.95,21.138157,1.555,3.868,6118,56189,756,337.295736,21.9445794,21.389839,21.389839
297068377,2.52584996,2.42676462,1.0,20.54833,1.766,3.347,6407,56311,768,179.139975,21.2905609,20.530794,20.530794
305240686,3.99775193,3.60345909,1.0,20.677206,2.496,8.237,3935,55326,274,239.4972075,22.1397684,20.790541,20.790541
307116569,4.66625733,3.99786367,0.95,20.380772,1.764,6.859,4178,55653,608,253.6535592,22.4593897,20.591184,20.591184
312846189,2.37423518,2.26952148,1.0,20.76359,4.525,3.082,6020,56087,978,226.1978959,23.1433847,20.79738,20.79738
303442832,2.52596343,2.44337483,1.0,20.493506,2.491,4.111,6291,56209,168,338.9892067,21.9739932,20.469048,20.469048
317327117,3.72134022,3.51839596,1.0,20.501932,1.911,5.94,5986,56328,11,192.2120472,23.7259119,20.357901,20.357901
316626021,2.79381904,2.45210751,1.0,20.231947,3.733,5.211,6016,56073,819,220.1589248,23.6175055,20.4029,20.4029
316448025,2.54892246,2.37974716,1.0,20.48186,2.535,3.365,6285,56248,390,10.2144951,23.5494254,20.427278,20.427278
316858732,4.24077567,3.75865588,1.0,20.655059,1.338,4.023,7681,57042,233,18.9204203,23.6788344,20.842139,20.842139
313140722,2.49086778,2.1490841,0.9375,20.757648,5.37,5.366,11106,58511,917,131.4795172,23.1149114,20.893334,20.893334
325794026,2.53017121,2.37585901,1.0,20.588935,2.47,4.821,5983,56310,668,188.0055846,24.7610121,20.466825,20.466825
332069379,4.63991388,4.09195081,1.0,20.128494,1.382,4.745,5991,56076,634,195.2956395,25.4606387,20.321709,20.321709
333416836,4.00804752,3.70310113,1.0,20.363522,1.057,3.381,4459,55533,165,118.5507799,25.5416081,20.369269,20.369269
341639205,3.12667319,2.79738192,1.0,21.538131,1.668,4.276,5014,55717,154,258.0007396,26.4544599,21.617882,21.617882
337894945,4.30967454,3.96345821,1.0,20.606301,1.646,4.577,6255,56240,220,16.5029142,26.0169429,20.588856,20.588856
340671222,3.12953986,2.716929,1.0,21.839976,2.58,5.503,6457,56330,426,157.704701,26.4907791,22.006176,22.006176
346533150,4.03844312,3.33395403,1.0,20.369131,1.014,3.595,5997,56309,976,200.994658,27.2058864,20.532065,20.532065
344002033,4.05348195,3.64819434,1.0,20.442828,2.575,6.333,6006,56105,220,207.8013762,26.9148684,20.573732,20.573732
349941421,3.4116794,2.77819521,1.0,20.654436,1.047,3.033,6018,56067,316,217.3420939,27.5047503,20.612312,20.612312
348800731,4.41994348,4.22136681,1.0,20.696954,2.284,5.752,6023,56069,112,220.8798741,27.4102162,20.71061,20.71061
